,amt,state,city_pop,job,is_fraud,month,age
412633,67.65,12,695,6,0,7,65.01917808219179
426306,77.27,46,1654,479,0,7,28.457534246575342
718987,82.91,22,6469,476,0,11,40.58904109589041
610976,10.14,19,2121,385,0,9,45.95342465753425
564352,6.17,23,914,217,0,8,75.13972602739726
1122734,2.37,19,35299,177,0,4,44.983561643835614
1082855,173.98,43,248858,483,0,3,49.18904109589041
201903,3.81,1,1089,286,0,4,47.47671232876712
667207,2.21,35,267,189,0,10,14.706849315068494
874207,54.12,37,217,400,0,12,91.28219178082192
824422,5.9,9,79613,178,0,12,41.05205479452055
211070,37.33,2,5161,147,0,4,26.041095890410958
939014,1804.27,16,5760,74,0,1,41.3013698630137
46954,15.71,38,328,481,0,1,35.536986301369865
1091941,82.67,17,6841,470,0,3,20.83013698630137
826020,3.16,34,722,102,0,12,29.15890410958904
726653,74.82,15,137,286,0,11,52.69041095890411
610914,35.01,35,272134,59,0,9,55.54246575342466
599893,80.17,50,27971,304,0,9,35.134246575342466
719463,36.91,26,743,489,0,11,47.53150684931507
507492,58.01,34,1453,475,0,8,45.50684931506849
315993,5.73,43,1263321,125,0,6,66.72054794520548
343521,2.07,29,509,311,0,6,38.75890410958904
276986,76.78,22,16305,372,0,5,92.04109589041096
688015,4.09,25,4198,114,0,10,18.339726027397262
102139,14.36,24,1631,31,0,2,66.15068493150685
897595,5.36,12,568,93,0,12,50.45753424657534
1251345,59.63,46,5895,411,0,6,44.92876712328767
1132992,49.62,12,7297,239,0,4,29.783561643835615
601894,253.0,16,269,358,0,9,56.87671232876713
674691,50.25,4,276,408,0,10,90.5013698630137
424880,2.38,35,23805,109,0,7,49.40821917808219
1037802,63.21,5,151815,205,0,3,32.19178082191781
353125,9.21,34,165,308,0,6,73.78082191780823
627990,2.22,45,863,169,0,9,47.153424657534245
523340,1.7,18,54185,386,0,8,26.745205479452054
312586,114.11,36,1078,364,0,5,66.94520547945206
1045916,83.91,12,1195,477,0,3,46.02191780821918
687885,152.96,10,3343,463,0,10,29.386301369863013
1217593,27.42,34,34496,271,0,5,49.62465753424657
651287,16.58,43,2836,126,0,10,33.85753424657534
256209,28.16,25,4198,114,0,5,17.884931506849316
1157730,12.37,43,23,115,0,4,50.64931506849315
734925,153.09,29,331,456,0,11,69.27397260273973
387774,7.44,25,2870,71,0,6,20.323287671232876
996712,73.09,37,841711,158,0,2,56.895890410958906
180371,34.06,49,836,200,0,4,37.62191780821918
276232,5.43,38,328,481,0,5,35.83287671232877
1148968,103.35,40,302,277,0,4,47.00547945205479
1288334,15.55,45,1051,77,0,6,43.6
665581,44.55,40,167,302,0,10,30.958904109589042
242399,11.73,16,215,353,0,5,50.47123287671233
795346,73.45,50,1645,202,0,12,43.794520547945204
862882,9.61,5,61,378,0,12,80.17534246575343
859019,16.81,50,27971,304,0,12,35.397260273972606
1248114,30.38,22,6951,263,0,6,34.983561643835614
604934,13.39,50,471,145,0,9,52.153424657534245
752181,36.57,22,128715,226,0,11,24.4986301369863
808345,57.73,35,6284,416,0,12,83.75068493150685
668523,21.85,2,376,121,0,10,81.14794520547945
1017532,1.75,4,308,59,0,2,61.47123287671233
526666,52.89,3,17047,55,0,8,84.6
1175924,51.41,37,1288,44,0,5,84.06849315068493
895576,50.35,4,123,137,0,12,46.90958904109589
120475,97.54,12,3032,100,0,3,54.61917808219178
1088625,109.97,35,1202,114,0,3,87.13424657534246
679424,2.23,43,46563,444,0,10,49.12876712328767
62406,81.26,14,1810,383,0,2,44.15068493150685
492376,85.63,38,168,383,0,8,40.85753424657534
491700,41.22,35,267,189,0,8,14.517808219178082
795485,79.82,18,1261,52,0,12,47.45205479452055
31695,116.14,15,1735,194,0,1,28.624657534246577
1168878,37.49,23,771,408,0,5,47.917808219178085
529256,32.9,4,11256,344,0,8,46.85753424657534
705716,2.81,34,1577385,335,0,10,58.4986301369863
301049,8.82,20,3289,381,0,5,86.25479452054795
1118260,24.89,48,5196,81,0,4,42.24383561643835
254084,20.28,1,59744,72,0,5,35.26575342465753
186075,522.26,3,1312922,107,0,4,37.47671232876712
1063639,79.73,24,1847,447,0,3,31.410958904109588
604996,38.75,17,581,370,0,9,52.64383561643836
1255531,103.51,4,973849,215,0,6,23.4
954717,33.79,22,6951,263,0,1,34.608219178082194
552753,55.13,50,19408,266,0,8,25.96712328767123
285411,4.63,1,3996,17,0,5,41.95890410958904
549114,38.23,21,824,276,0,8,44.83561643835616
1215446,51.81,34,2258,55,0,5,83.24109589041096
1248872,140.54,5,84861,286,0,6,88.2958904109589
422230,12.7,14,27020,476,0,7,32.98082191780822
445215,9.61,23,2916,45,0,7,84.10684931506849
136356,117.66,12,888,60,0,3,30.994520547945207
601847,96.39,9,33804,186,0,9,28.71780821917808
938659,214.03,17,581,370,0,1,52.964383561643835
643486,39.89,34,6120,70,0,9,43.0027397260274
1140416,107.43,12,695,6,0,4,65.81095890410958
543409,24.38,40,530,26,0,8,30.28767123287671
137035,36.61,37,217,400,0,3,90.51506849315068
992621,28.37,36,413574,49,0,2,51.679452054794524
1227845,1.75,41,343,131,0,5,48.26027397260274
443496,28.17,38,1770,10,0,7,24.61917808219178
805165,40.87,2,1679,367,0,12,33.61643835616438
280558,36.83,7,601723,351,0,5,33.2
154412,75.98,43,2807,82,0,3,88.21643835616439
1153961,43.61,27,5621,475,0,4,46.47945205479452
704523,25.1,50,369,286,0,10,77.9972602739726
1261287,52.5,45,207410,299,0,6,35.95616438356164
1093134,66.76,35,2274,128,0,3,76.33698630136986
709004,8.44,22,4474,150,0,10,43.81643835616438
308377,17.36,41,355,194,0,5,63.967123287671235
638167,7.97,4,172817,12,0,9,37.18904109589041
779940,63.83,29,493,440,0,11,79.26575342465753
700677,123.97,25,4198,114,0,10,18.356164383561644
810415,62.27,19,2121,385,0,12,46.178082191780824
749891,66.75,44,42384,206,0,11,26.9013698630137
174772,2.24,45,5657,89,0,4,31.945205479452056
992949,5.78,38,166081,413,0,2,21.372602739726027
33107,7.08,12,1075,450,0,1,22.063013698630137
110549,57.56,25,466,477,0,3,63.961643835616435
857364,42.22,12,7297,239,0,12,29.446575342465753
445611,107.91,21,1780,50,0,7,36.50958904109589
1079447,64.19,34,2258,55,0,3,83.07671232876713
72724,32.56,26,743,489,0,2,46.80821917808219
113440,90.05,31,4664,386,0,3,53.71506849315068
923974,25.42,43,2836,126,0,12,34.0986301369863
672017,4.89,9,224256,327,0,10,34.14520547945205
1194086,48.52,43,1563,194,0,5,42.221917808219175
510690,34.56,34,1766,287,0,8,57.21917808219178
1226813,4.29,35,118,352,0,5,62.57808219178082
482496,119.24,4,4677,264,0,7,64.27397260273973
135287,76.3,14,928,325,0,3,33.86027397260274
11163,66.5,34,17867,480,0,1,20.457534246575342
1143926,68.94,22,3096,423,0,4,44.558904109589044
441686,76.16,16,1442,18,0,7,37.178082191780824
921793,18.4,43,95035,353,0,12,32.56986301369863
702391,48.38,29,206,234,0,10,52.0986301369863
505525,42.4,34,4056,193,0,8,29.136986301369863
1287871,6.05,20,718,389,0,6,35.271232876712325
1231103,56.6,47,85,390,0,5,35.76438356164383
1073491,3.01,34,9993,331,0,3,57.47123287671233
93535,36.57,2,2501,194,0,2,32.73150684931507
381089,133.18,41,355,194,0,6,64.03835616438356
506737,39.64,50,49,395,0,8,38.11780821917808
104135,69.11,9,156391,225,0,3,51.09041095890411
114307,68.36,41,1126,485,0,3,38.56986301369863
1088968,60.99,9,32891,474,0,3,33.14520547945205
793935,1.78,37,1530,92,0,12,33.04383561643836
299245,4.18,38,922,137,0,5,46.67123287671233
281537,63.59,43,144160,432,0,5,35.06301369863014
295049,42.23,9,181438,350,0,5,85.24109589041096
5869,5.69,27,238602,413,0,1,25.660273972602738
1009935,7.1,17,48194,437,0,2,29.81917808219178
593372,75.59,43,18128,239,0,9,28.854794520547944
682647,2.25,49,836,200,0,10,38.16164383561644
1104134,3.8,18,6581,300,0,4,56.178082191780824
197458,55.0,39,203571,311,0,4,23.383561643835616
482777,98.62,15,23727,97,0,7,37.49589041095891
1184595,61.56,48,153,381,0,5,58.273972602739725
85104,5.15,1,1186,346,0,2,32.293150684931504
1281145,78.52,31,18459,150,0,6,91.30410958904109
1021631,15.28,47,14871,376,0,2,45.9972602739726
697877,1.92,18,68211,170,0,10,78.55890410958904
1286162,5.78,17,6841,470,0,6,21.043835616438358
927253,3.91,34,3255,195,0,1,41.515068493150686
561260,7.68,22,864,209,0,8,77.36438356164383
123743,30.81,35,31394,231,0,3,22.336986301369862
778405,1.47,22,6469,476,0,11,40.66027397260274
1289908,48.63,38,1526206,435,0,6,35.484931506849314
493107,6.22,40,1523,395,0,8,35.18904109589041
1199392,85.37,38,1140,9,0,5,33.92876712328767
1093022,137.54,22,673342,221,0,3,36.6
497413,79.26,23,1680,229,0,8,42.676712328767124
558155,4.0,34,1577385,42,0,8,61.6986301369863
804953,5.69,22,31515,345,0,12,48.11506849315069
589341,642.93,23,1507,260,0,9,25.92054794520548
377218,4.73,4,4677,264,0,6,64.17534246575343
1160794,56.77,46,1654,479,0,4,29.26027397260274
1086766,1.76,38,4172,110,0,3,58.06027397260274
702118,70.52,12,222785,492,0,10,63.8
1237947,121.96,48,878,401,0,5,45.558904109589044
992386,235.89,19,76383,215,0,2,34.87397260273973
962787,64.93,1,71463,384,0,1,30.975342465753425
1284228,116.96,23,2916,45,0,6,85.02465753424657
1198706,105.74,43,911,30,0,5,50.35890410958904
922536,61.94,34,7987,460,0,12,55.83013698630137
598548,4.11,38,6508,478,0,9,38.24657534246575
1161703,138.57,38,1606,138,0,4,54.00821917808219
1147554,96.05,21,1643,195,0,4,44.06027397260274
1121627,7.6,14,725,178,0,4,47.4027397260274
427597,48.78,38,3684,209,0,7,43.52876712328767
681957,49.3,29,2202,427,0,10,45.35616438356164
53602,3.78,30,1368,321,0,2,47.52602739726027
42861,89.91,50,110,10,0,1,45.728767123287675
280111,13.62,14,1617,292,0,5,29.08219178082192
1107629,3.82,1,3395,140,0,4,41.23561643835617
78261,186.65,37,42817,342,0,2,36.74794520547945
542619,43.37,27,2290,156,0,8,73.75068493150685
459642,61.0,43,1143,409,0,7,57.38082191780822
1027326,44.45,35,2208,294,0,3,58.512328767123286
867844,4.15,29,1789,247,0,12,37.87671232876713
235467,5.44,50,241,146,0,4,38.38904109589041
207141,8.63,24,241,254,0,4,44.49589041095891
167785,207.67,43,4993,409,0,3,70.37534246575342
418126,29.45,29,1745,155,0,7,45.558904109589044
1090146,20.02,3,1312922,107,0,3,38.45479452054794
1179253,50.02,43,1766,349,0,5,44.37534246575343
553308,7.61,22,372,188,0,8,24.134246575342466
604258,48.39,4,198,36,0,9,60.4986301369863
185291,228.62,35,4512,190,0,4,26.523287671232875
985454,26.23,50,1645,202,0,2,43.97260273972603
427676,120.63,38,645,323,0,7,45.178082191780824
956719,11.0,32,18408,226,0,1,47.536986301369865
365870,1240.72,48,5548,298,0,6,43.797260273972604
742610,7.51,22,75830,155,0,11,44.90684931506849
479999,21.21,38,1606,138,0,7,53.25479452054795
217508,20.08,38,3684,209,0,4,43.3041095890411
262343,70.12,26,286,80,0,5,30.18904109589041
1157954,21.16,16,602,56,0,4,61.54520547945206
645428,19.65,38,5507,400,0,10,46.20821917808219
1169819,48.9,36,1078,364,0,5,67.87123287671233
7215,81.62,38,184,444,0,1,73.21917808219177
419714,2.48,38,1274,279,0,7,70.34520547945205
474511,129.84,3,2872,333,0,7,31.767123287671232
908211,80.57,48,1690,239,0,12,44.04109589041096
799798,66.9,43,263,44,0,12,63.556164383561644
822511,1.51,29,493,440,0,12,79.2904109589041
198814,75.44,20,100,360,0,4,39.36164383561644
900456,6.31,43,103927,136,0,12,57.53972602739726
86920,6.08,49,836,200,0,2,37.50410958904109
810983,4.3,12,3032,100,0,12,55.367123287671234
778274,75.65,17,230,103,0,11,22.334246575342465
1223829,60.44,43,1595797,259,0,5,24.624657534246577
1071635,40.77,18,10076,442,0,3,42.29041095890411
176741,92.36,18,71335,222,0,4,24.854794520547944
362775,2.26,4,973849,215,0,6,22.424657534246574
351077,96.44,48,795,460,0,6,33.18630136986302
206307,237.51,38,3066,357,0,4,90.81095890410958
804968,290.67,45,31970,380,0,12,84.36438356164383
1064613,78.13,15,4049,130,0,3,60.45205479452055
381606,68.28,28,733,484,0,6,24.63013698630137
1069453,114.93,38,1909,298,0,3,65.62191780821918
294064,87.45,34,722,102,0,5,28.613698630136987
372343,35.79,49,630,196,0,6,59.93424657534246
66535,6.6,25,24645,410,0,2,52.73698630136986
575719,290.72,44,9772,274,0,9,29.78904109589041
435523,35.13,1,8269,297,0,7,42.54794520547945
687816,41.6,2,222,365,0,10,56.46027397260274
661118,5.24,40,1725,424,0,10,44.87123287671233
209812,36.53,46,140,130,0,4,29.487671232876714
254567,5.05,34,11250,269,0,5,41.74794520547945
85287,38.2,26,743,489,0,2,46.827397260273976
1090684,32.51,38,166081,413,0,3,21.506849315068493
751353,75.69,38,168,383,0,11,41.14794520547945
64586,20.87,3,759,212,0,2,61.90684931506849
220492,160.28,40,20478,286,0,4,21.893150684931506
586853,1.7,14,6713,33,0,9,74.0986301369863
188887,155.86,38,5507,400,0,4,45.723287671232875
590709,224.01,24,545147,113,0,9,31.824657534246576
790928,547.92,35,6284,416,0,12,83.73972602739725
622361,9.14,23,2607,265,0,9,23.813698630136987
947675,15.6,5,61,378,0,1,80.24657534246575
645888,120.17,2,111,62,0,10,19.312328767123287
541765,62.78,27,5621,475,0,8,45.79178082191781
1172116,27.68,49,4575,434,0,5,28.553424657534247
736917,55.66,1,3395,140,0,11,40.83013698630137
425944,33.98,24,3805,255,0,7,68.86301369863014
505539,64.26,43,1766,349,0,8,43.62465753424657
679705,67.84,17,564,331,0,10,23.534246575342465
660613,162.49,10,1841,193,0,10,44.38356164383562
930504,66.42,43,144160,432,0,1,35.69315068493151
1062969,99.75,46,970,16,0,3,26.482191780821918
103472,15.28,27,186140,177,0,3,36.082191780821915
504177,42.79,4,172817,12,0,8,37.04383561643836
557861,131.34,23,5211,78,0,8,32.5972602739726
954339,65.99,46,140,130,0,1,30.243835616438357
334019,36.75,32,7268,465,0,6,30.863013698630137
782102,466.88,16,163415,416,0,11,14.926027397260274
1273743,192.56,9,79613,178,0,6,41.56438356164384
600268,125.88,16,242,472,0,9,32.175342465753424
152961,8.06,43,1563,194,0,3,41.07945205479452
1224548,244.7,2,7155,162,0,5,43.205479452054796
838657,61.73,47,85,390,0,12,35.3041095890411
636969,2.49,16,409656,223,0,9,33.775342465753425
617445,99.47,20,718,389,0,9,34.52602739726027
1215744,222.44,2,11253,409,0,5,63.12328767123287
1280084,141.33,12,9165,292,0,6,57.104109589041094
1121139,175.7,1,270712,439,0,4,48.3013698630137
954025,23.32,40,302,277,0,1,46.73972602739726
182341,79.36,42,4729,213,0,4,36.986301369863014
832809,2.39,17,581,370,0,12,52.88493150684931
219298,120.06,18,378909,123,0,4,42.18630136986302
396118,9.25,38,1909,298,0,6,64.8986301369863
601783,1.63,35,31394,231,0,9,22.846575342465755
457108,43.17,9,50835,178,0,7,33.49315068493151
152852,27.01,29,463,312,0,3,70.85753424657534
144609,3.71,47,759,483,0,3,62.54794520547945
133648,89.85,27,885,425,0,3,30.512328767123286
341337,1.86,10,1461,157,0,6,83.81095890410958
211871,56.42,22,372,188,0,4,23.783561643835615
170137,36.54,43,34153,55,0,3,23.564383561643837
435460,84.46,6,647,102,0,7,31.816438356164383
52562,1.54,45,116155,68,0,2,35.58904109589041
1284796,55.7,10,74,331,0,6,76.14246575342466
1222544,13.93,43,1143,409,0,5,58.224657534246575
789662,3.31,43,46563,444,0,12,49.25479452054795
535620,48.44,30,477,308,0,8,31.361643835616437
1223880,61.57,46,4542,86,0,5,22.202739726027396
420380,6.93,35,22305,458,0,7,80.38630136986302
1127709,67.91,22,137,193,0,4,29.69041095890411
30931,49.31,9,79008,381,0,1,34.40821917808219
1047062,113.0,18,8512,3,0,3,68.56438356164384
378104,2.78,22,6951,263,0,6,34.035616438356165
961157,183.86,38,6508,478,0,1,38.61095890410959
650546,64.71,38,972,378,0,10,21.96164383561644
906025,233.36,50,27971,304,0,12,35.43013698630137
467561,29.25,5,320420,489,0,7,44.013698630136986
839434,9.93,45,1970,151,0,12,34.3013698630137
943555,3.25,34,207,119,0,1,57.33150684931507
372540,52.08,35,177,187,0,6,45.09041095890411
72117,8.92,37,1288,44,0,2,82.84109589041095
692121,94.73,5,92337,164,0,10,52.04383561643836
461999,8.05,1,493806,306,0,7,39.05205479452055
1226749,25.44,31,124967,319,0,5,39.45479452054794
292441,54.14,48,817312,3,0,5,15.191780821917808
1213600,72.41,26,743,489,0,5,48.082191780821915
802096,25.16,1,190178,459,0,12,46.706849315068496
564565,7.81,34,69,74,0,8,28.24931506849315
1161695,111.5,34,69,74,0,4,28.92054794520548
906860,25.52,26,192,205,0,12,56.01917808219178
826558,2.83,4,190249,467,0,12,43.25479452054795
1220448,93.67,43,407,91,0,5,41.824657534246576
64774,49.53,10,1324,174,0,2,92.64109589041095
948180,87.27,48,95015,469,0,1,74.08219178082192
1130396,70.06,38,21125,8,0,4,34.915068493150685
409786,1.47,44,46,440,0,7,32.21917808219178
759389,1.17,35,1443,394,0,11,57.75616438356165
469963,89.67,20,3766,348,0,7,35.46849315068493
1068231,97.82,2,37,265,0,3,62.25479452054795
155160,2.8,4,1930,491,0,3,35.8027397260274
1012621,12.86,37,42817,342,0,2,37.76164383561644
1135974,9.98,50,635,358,0,4,46.797260273972604
177317,45.86,38,168,383,0,4,40.52054794520548
632995,35.97,44,2078,408,0,9,56.326027397260276
347022,60.94,1,1412,136,0,6,48.59178082191781
318475,6.07,29,206,234,0,6,51.6958904109589
1022180,50.77,22,2223,75,0,2,34.131506849315066
1078693,102.8,22,75830,155,0,3,45.26575342465753
900430,3.5,1,190178,155,0,12,60.6
37116,9.23,32,606,439,0,1,30.397260273972602
1082356,38.83,12,7297,239,0,3,29.720547945205478
89687,94.76,4,337,315,0,2,64.67945205479452
585328,3.41,22,3096,423,0,9,43.93150684931507
797362,44.07,2,222,365,0,12,56.58082191780822
1130388,71.79,24,4593,450,0,4,79.47945205479452
967738,7.7,35,1443,394,0,1,57.93698630136986
244173,24.74,27,186140,177,0,5,36.25205479452055
1226681,8.86,38,104,195,0,5,92.81643835616438
400436,175.36,34,3487,383,0,7,59.50410958904109
589361,4.98,29,1745,155,0,9,45.728767123287675
913235,17.28,12,1075,450,0,12,23.002739726027396
1180051,541.53,17,6841,470,0,5,20.934246575342467
757529,1.15,5,61,378,0,11,80.0986301369863
802927,1.87,14,1656,187,0,12,50.36986301369863
38714,104.89,45,741,212,0,1,32.45753424657534
782601,9.08,1,1186,346,0,11,33.07123287671233
300406,76.84,5,648,97,0,5,49.70958904109589
646071,77.95,43,2395,334,0,10,25.887671232876713
200265,53.6,33,276896,242,0,4,22.101369863013698
882966,32.05,42,4729,213,0,12,37.701369863013696
291489,38.64,22,6469,476,0,5,40.13972602739726
364085,7.43,9,14742,454,0,6,26.32054794520548
1184164,68.21,43,5908,385,0,5,58.136986301369866
349926,4.97,43,20328,422,0,6,34.0027397260274
581738,97.58,35,349,302,0,9,40.71780821917808
117994,7.35,16,242,472,0,3,31.65753424657534
950702,9.37,4,308,59,0,1,61.364383561643834
901568,2.67,20,11751,90,0,12,55.9013698630137
19509,42.63,38,1140,9,0,1,32.586301369863016
841717,86.49,48,795,460,0,12,33.68767123287671
354433,33.55,32,18408,226,0,6,46.93972602739726
756946,68.14,4,123,137,0,11,46.81095890410959
844048,101.19,14,3458,55,0,12,34.038356164383565
1146950,5.14,45,863,169,0,4,47.73424657534247
380327,22.35,1,493806,306,0,6,38.97260273972603
196091,8.88,29,206,234,0,4,51.553424657534244
13738,168.39,18,378909,123,0,1,41.9041095890411
1263272,50.08,4,1139,469,0,6,69.44657534246575
1234075,1.22,4,1139,469,0,5,69.41917808219178
248689,8.25,1,3395,140,0,5,40.30958904109589
224750,9.12,35,4512,190,0,4,26.56986301369863
1133081,89.79,38,823,207,0,4,37.81917808219178
1296202,62.83,15,78968,194,0,6,52.397260273972606
1268317,59.96,47,3684,306,0,6,38.556164383561644
1027942,113.06,24,927396,314,0,3,60.013698630136986
590644,94.85,38,2303,339,0,9,32.082191780821915
579982,7.29,10,10295,453,0,9,21.698630136986303
152116,4.01,38,6508,478,0,3,37.775342465753425
214062,162.92,44,302,404,0,4,29.27123287671233
264932,4.6,46,5895,411,0,5,43.85753424657534
44689,12.18,10,165556,351,0,1,21.0986301369863
961062,69.75,18,8512,3,0,1,68.43287671232876
619488,1.9,22,2523,214,0,9,31.52054794520548
20319,72.33,31,13835,366,0,1,51.66575342465753
1183751,116.31,35,269,250,0,5,54.68493150684932
119204,5.68,21,1643,195,0,3,42.93150684931507
191557,2.08,44,46,440,0,4,31.980821917808218
558122,1.22,13,4161,362,0,8,62.24657534246575
746699,144.91,42,391389,124,0,11,25.583561643835615
1202704,65.32,35,4512,190,0,5,27.64109589041096
605791,3.58,45,3085,260,0,9,28.934246575342467
680362,4.38,49,1925,444,0,10,53.706849315068496
1142835,1.2,10,5726,199,0,4,72.73698630136987
1042299,60.09,38,1946,66,0,3,29.734246575342464
708730,84.06,14,92294,86,0,10,50.52876712328767
863944,72.8,23,346,391,0,12,43.038356164383565
291779,30.11,1,15647,34,0,5,71.21643835616439
502718,32.03,14,1532,384,0,8,39.6
1269001,73.13,34,239,385,0,6,64.15342465753425
600692,73.87,35,47772,183,0,9,53.723287671232875
1109775,8.03,29,1063,393,0,4,92.07397260273973
1113299,5.47,20,663,344,0,4,51.26301369863014
252117,1.71,50,27971,304,0,5,34.78082191780822
45652,80.82,34,38912,362,0,1,57.26301369863014
415293,88.86,18,1261,52,0,7,47.04383561643836
775492,2.5,36,413574,453,0,11,48.273972602739725
138162,52.52,47,895,91,0,3,19.805479452054794
3183,46.91,38,1762,34,0,1,56.704109589041096
182236,31.42,1,270712,439,0,4,47.27945205479452
592101,51.19,1,3395,140,0,9,40.657534246575345
198764,70.16,38,1909,298,0,4,64.68219178082192
482853,2.29,41,1979,300,0,7,49.413698630136984
610156,44.5,10,3343,463,0,9,29.293150684931508
1115265,213.06,40,2408,404,0,4,22.775342465753425
1111570,27.49,28,291,458,0,4,28.956164383561642
328199,33.39,50,1645,246,0,6,33.31780821917808
904515,149.74,14,478,261,0,12,59.9972602739726
209027,49.51,34,69,74,0,4,27.882191780821916
1022795,63.51,35,21635,211,0,2,18.646575342465752
488681,2.31,24,92608,161,0,8,18.027397260273972
505765,4.06,23,5619,272,0,8,60.6
982781,94.36,14,1810,383,0,2,45.14246575342466
689321,5.69,35,51,287,0,10,59.24931506849315
797676,55.95,36,540,392,0,12,36.16712328767123
222134,2.95,2,4074,408,0,4,43.367123287671234
180068,1.4,20,470,305,0,4,54.02739726027397
968680,10.24,10,165556,351,0,1,22.095890410958905
937505,3.0,22,24840,16,0,1,60.00821917808219
1083550,2.09,2,2856,237,0,3,93.64383561643835
823523,42.18,32,18408,226,0,12,47.42465753424658
891321,5.12,43,1263321,125,0,12,67.28493150684932
932200,150.62,4,54287,122,0,1,47.31780821917808
1185784,123.57,48,5548,298,0,5,44.69315068493151
315882,13.79,34,3833,296,0,6,48.676712328767124
1135424,85.48,27,6629,59,0,4,57.72054794520548
1176127,57.48,4,589,443,0,5,74.42191780821918
1215875,146.18,24,519,474,0,5,54.31232876712329
1255198,51.43,40,302,277,0,6,47.12328767123287
1260119,63.24,14,532,42,0,6,64.45753424657535
666962,9.77,38,348,281,0,10,74.48493150684932
376153,49.28,34,17867,480,0,6,20.912328767123288
825124,9.32,18,71335,222,0,12,25.542465753424658
1251694,1.03,34,2258,55,0,6,83.27671232876712
552554,167.04,28,77,193,0,8,29.704109589041096
538789,56.99,28,1190,121,0,8,71.18356164383562
558460,36.68,12,533,79,0,8,29.635616438356163
145486,13.29,22,6469,476,0,3,39.961643835616435
133962,6.22,45,1970,151,0,3,33.55068493150685
1095294,131.21,29,1749,441,0,3,46.93150684931507
1202744,59.7,34,2258,55,0,5,83.22739726027397
138570,1.6,31,4664,386,0,3,53.74794520547945
137780,100.05,19,76383,215,0,3,33.96986301369863
137799,71.57,23,2607,265,0,3,23.295890410958904
4136,169.01,38,3066,357,0,1,90.53150684931506
991656,72.31,27,69793,108,0,2,66.21643835616439
413574,113.03,44,302,404,0,7,29.484931506849314
574769,179.96,43,4090,436,0,9,42.47123287671233
1047223,139.07,4,308,59,0,3,61.512328767123286
1144365,2.43,29,463,312,0,4,71.93972602739726
1239982,42.42,17,564,331,0,6,24.15890410958904
896410,99.04,35,47772,183,0,12,54.00821917808219
685146,254.29,1,270712,439,0,10,47.81917808219178
1205360,90.5,50,1645,202,0,5,44.25479452054795
716969,207.5,43,24536,300,0,11,36.07671232876712
505778,26.88,4,128,143,0,8,53.49315068493151
539365,61.98,36,640470,13,0,8,53.18904109589041
711499,2.42,28,307,280,0,10,89.27397260273973
761132,94.32,13,4154,307,0,11,57.87945205479452
973684,40.65,28,248,244,0,1,51.74794520547945
309352,45.11,18,71335,222,0,5,25.013698630136986
240848,15.19,1,59744,72,0,4,35.24931506849315
790552,72.4,32,8874,272,0,12,19.306849315068494
1048536,94.42,35,338,381,0,3,31.638356164383563
699901,41.57,24,9512,90,0,10,46.84931506849315
25715,115.75,25,19685,196,0,1,34.082191780821915
1164130,38.82,34,207,119,0,4,57.63013698630137
1274573,4.41,11,1490,413,0,6,29.18904109589041
1254103,25.92,46,140,130,0,6,30.627397260273973
319324,129.24,14,1532,384,0,6,39.42191780821918
1045492,4.3,47,759,483,0,3,63.52602739726027
801466,25.72,47,50489,324,0,12,35.78630136986301
639421,7.86,22,680,126,0,9,52.80821917808219
343255,10.99,38,3066,357,0,6,90.96438356164384
778236,42.32,4,1241364,71,0,11,60.35890410958904
1257061,129.29,37,42817,342,0,6,38.054794520547944
130879,39.75,22,75830,155,0,3,44.23561643835617
1150139,101.87,32,247,32,0,4,58.53972602739726
278525,71.54,34,6460,53,0,5,59.679452054794524
540107,5.51,21,1892,42,0,8,63.50684931506849
103644,27.43,1,67082,338,0,3,56.09315068493151
705436,10.38,15,1228,113,0,10,28.646575342465752
842611,98.96,13,4161,362,0,12,62.54794520547945
346495,135.59,31,13835,366,0,6,52.07397260273972
644879,54.72,23,914,217,0,10,75.23287671232876
128163,5.48,43,178,486,0,3,35.76438356164383
832297,66.98,43,248858,483,0,12,48.9013698630137
1268039,63.94,24,1201,154,0,6,40.25753424657534
221091,137.78,12,695,6,0,4,64.81369863013698
364430,73.54,18,378909,123,0,6,42.342465753424655
1002262,2.47,19,76383,215,0,2,34.89041095890411
377650,62.1,22,673342,399,0,6,52.04657534246575
661962,9.86,24,35439,260,0,10,34.54520547945206
106558,10.51,34,1166,92,0,3,35.74520547945205
954533,176.94,12,590,149,0,1,66.84931506849315
750869,187.63,14,532,42,0,11,63.8986301369863
612964,1.75,42,5577,211,0,9,54.75068493150685
763683,4.55,22,372,188,0,11,24.383561643835616
185432,10.2,17,564,331,0,4,23.002739726027396
202483,91.69,29,509,311,0,4,38.602739726027394
380002,47.15,9,172247,210,0,6,39.6958904109589
977160,4.95,35,1831,45,0,2,66.33424657534246
873782,6.74,17,736284,175,0,12,67.76438356164384
134945,3.11,1,190178,459,0,3,45.983561643835614
532896,1.78,49,1925,444,0,8,53.53972602739726
1072057,76.52,29,566,296,0,3,45.18082191780822
398267,104.28,31,804,249,0,6,54.3013698630137
1171766,137.98,23,914,217,0,5,75.82465753424657
302294,99.14,24,271,260,0,5,47.136986301369866
835542,129.79,35,4512,190,0,12,27.208219178082192
1045552,7.89,24,123373,171,0,3,27.2986301369863
961801,4.5,12,1075,450,0,1,23.068493150684933
726427,17.63,50,27971,304,0,11,35.28767123287671
